"page_name","country","post_date","total_interactions","Message","URL"
"CNA","SG",2020-11-10,73,"Driving an economy as large and complex as China's today is a monumental feat - but the country has a game plan, say observers.","https://www.facebook.com/93889432933/posts/10157878476352934"
"Diario El Comercio (Perú)","PE",2022-09-02,73,"Una inclemente ola de calor y una severa sequía han dejado en alerta máxima a China, por lo que el país asiático recurre a métodos artificiales para producir lluvia. 🌧🇨🇳","https://www.facebook.com/71263708835/posts/10161171089783836"
"ABC News","AU",2023-12-18,73,"Alan Kohler takes a look back at 2023, noting that without record immigration Australia would have been in a recession all year. Due to bracket creep and the end of the low and middle-income tax offset, income taxes have also gone up. And something you might not have heard – China became the world’s biggest car exporter, which is good news for Australia because we supply iron ore and other minerals.","https://www.facebook.com/100044138394046/posts/926629675484970"
"24.hu","HU",2021-07-15,72,"Vezető közgazdászok aggodalmakat fogalmaztak az elmúlt hónapokban Kína gazdaságának talpra állítását illetően.","https://www.facebook.com/202099276507678/posts/4541985289185700"
"detikcom","ID",2022-03-09,72,"Rusia dan China punya kemitraan ekonomi yang meningkat, namun rangkaian sanksi bisa membuat kemitraan itu berjalan rumit. Dapatkah Rusia mengandalkan China?","https://www.facebook.com/374777242078/posts/10161268763692079"
"detikcom","ID",2022-05-17,72,"China telah mengeluarkan sederet data ekonominya setelah masih dilanda pandemi COVID-19. Hasilnya mengecewakan.","https://www.facebook.com/100064777748241/posts/382692280566694"
"ABC News","AU",2022-07-29,72,"United States President Joe Biden and his Chinese counterpart have had a phone conversation for more than two hours, discussing economic issues, Taiwan and climate change. China correspondent Bill Birtles is in Taipei and has the details.","https://www.facebook.com/72924719987/posts/10163632007439988"
"ABC News","AU",2023-08-31,72,"China's economic woes continue with struggling consumer confidence and high youth-unemployment, compounded by a severe downturn in the real estate sector. The Economist's China bureau chief David Rennie says the country's post-covid recovery is taking much longer than Beijing had expected.","https://www.facebook.com/100044138394046/posts/869019997912605"
"NDTV","IN",2021-05-14,72,"US Secretary of State Antony Blinken reassured full support to Australia in the face of economic coercion by China.","https://www.facebook.com/102527030797/posts/10159769590390798"
"NDTV","IN",2020-10-24,72,"The United States is urging Sri Lanka to make ""difficult but necessary choices"" to secure its economic independence instead of choosing opaque practices, a senior State Department official said on Thursday.","https://www.facebook.com/102527030797/posts/10159263163105798"
"GMA News","PH",2023-04-22,72,"Foreign Affairs Secretary Enrique Manalo said “differences” between the Philippines and China should not stand in the way of managing the two countries’ territorial disputes in the South China Sea, adding Manila intends to “work closely” with Beijing in bolstering their economic ties.","https://www.facebook.com/116724526976/posts/10161767957111977"
"GMA News","PH",2023-03-20,72,"Philippine Ambassador to Washington Jose Manuel Romualdez said Foreign Affairs Secretary Enrique Manalo and Defense officer in charge Carlito Galvez will meet US Secretary of State Anthony Blinken and US Secretary of Defense Lloyd Austin for the 2 + 2 ministerial meeting. Romualdez said the two sides would discuss a range of bilateral issues including defense and security cooperation and significant developments in the economic engagement of the two countries.","https://www.facebook.com/116724526976/posts/10161691916746977"
"Citizen TV Kenya","KE",2023-06-21,71,"China cuts main interest rate as economic recovery fizzles out","https://www.facebook.com/100044260518058/posts/817312103087466"
"CNA","SG",2023-05-25,71,"The approach of limiting US firms like Micron intends to send a signal that Beijing is willing to bear some pain as it contests with Washington, says one analyst.","https://www.facebook.com/93889432933/posts/10159651197097934"
"CNA","SG",2023-01-17,71,"“China is not about to run out of people. It still has a huge population,” said one observer.","https://www.facebook.com/93889432933/posts/10159405507472934"
"detikcom","ID",2020-01-10,71,"Kehadiran kapal-kapal nelayan China di wilayah zona ekonomi eksklusif (ZEE) Indonesia di Natuna, Kepulauan Riau menjadi sorotan. Begini pengawasannya. #Natuna via Detikfinance","https://www.facebook.com/374777242078/posts/10158743901352079"
"Infobae","AR",2023-04-27,71,"El Ministerio de Economía estima que se pagarían más de USD 1.000 millones de compras con yuanes","https://www.facebook.com/34839376970/posts/10161133648591971"
"Infobae","AR",2022-05-10,71,"Los efectos de la suba tasas de interés de la Reserva Federal, la incertidumbre causada por la guerra en Ucrania y las preocupaciones sobre la economía china siguen sacudiendo a los mercados mundiales","https://www.facebook.com/34839376970/posts/10160123380756971"
"ABC News","AU",2022-08-02,71,"After decades of economic growth and modernisation, people assume China's conservative social and sexual norms have changed too — so what is the quality of sex education in China? WATCH full episodes of China Tonight on ABC TV + iview: https://ab.co/3cRDvN2:=:https://iview.abc.net.au/show/china-tonight","https://www.facebook.com/72924719987/posts/10163630407269988"
"ABC News","AU",2023-09-06,71,"The PM will use a speech to the ASEAN summit on Wednesday to release the government's South-East Asian Economic Strategy, a blueprint aimed at driving trade and investment north into the region.","https://www.facebook.com/100044138394046/posts/872034924277779"
"Citizen TV Kenya","KE",2024-01-18,70,"China’s population declines for second straight year as economy stumbles","https://www.facebook.com/100044260518058/posts/942885277196814"
"CNA","SG",2021-04-07,70,"A recent report suggests that ASEAN countries will be net losers from the RCEP trade agreement. International trade expert Deborah Elms says this is not true.","https://www.facebook.com/93889432933/posts/10158215882422934"
"detikcom","ID",2020-03-03,70,"Foto-foto satelit memperlihatkan penurunan taraf polusi nan dramatis di seantero China yang ""setidaknya sebagian"" disebabkan kelesuan ekonomi akibat virus corona. Begini penjelasannya: #China #CoronaVirusUpdate","https://www.facebook.com/374777242078/posts/10158951820922079"
"El Tiempo","CO",2021-01-12,70,"Un orden global bipolar, centrado en EE. UU. y China, provocará una ambiente nocivo para el mundo. Esto dice Daron Acemoglu, profesor de economía en el MIT ⬇️","https://www.facebook.com/148349507804/posts/10157818758487805"
"El País","ES",2022-02-21,70,"“Nuestra riqueza son los recursos naturales. Antes era la pesca, pero el maná del petróleo desplazó el interés de la industria. La pesca está muy sujeta a criterios de sostenibilidad, por eso es imposible competir con flotas más industrializadas como la de China, mientras que los yacimientos petrolíferos no”, resume un vecino","https://www.facebook.com/8585811569/posts/10158782454731570"
"Malaysiakini","MY",2021-12-28,69,"Former prime minister Najib Abdul Razak has brushed off a tycoon's embarrassment over his appearance at the World Chinese Economic Forum (WCEF) yesterday. Instead, Najib implied that property magnate Lee Kim Yew was ""not satisfied"" because of the latter's links to Dr Mahathir Mohamad.","https://www.facebook.com/47298465905/posts/10158571036040906"
"CNA","SG",2023-01-17,69,"“We still don’t have much business, but we see hope,” said one shop owner.","https://www.facebook.com/93889432933/posts/10159405310077934"
"CNA","SG",2022-09-27,68,"The weaker forecast is mainly due to a sharp slowdown in China caused by its strict zero-COVID rules, says the World Bank.","https://www.facebook.com/93889432933/posts/10159126565482934"
"detikcom","ID",2020-04-17,68,"Dampak munculnya COVID-19 yang saat ini menyebar ke banyak negara, pertumbuhan ekonomi China kuartal I 2020 dilaporkan mengalami kontraksi 6,8%. #EkonomiChina via Detikfinance","https://www.facebook.com/374777242078/posts/10159155823012079"
"Infobae","AR",2022-01-17,68,"El crecimiento de la economía china se desacelera por las restricciones del COVID y la crisis inmobiliaria","https://www.facebook.com/34839376970/posts/10159833809221971"
"Diario El Comercio (Perú)","PE",2020-02-05,68,"#BBC | Se complican las cosas en China. La primera semana de cuarentena ha resultado en hospitales abarrotados, escasez de alimentos y la economía local estancada. 👇👇👇","https://www.facebook.com/71263708835/posts/10158622579918836"
"ABC News","AU",2023-08-11,68,"China has slipped into deflation for the first time in two years, so why should Australians care? China Director of The Economist Corporate Network, Mattie Bekink says the country's economic slowdown could lead to consequences for the Australian economy due to reduced demand for Australian minerals.","https://www.facebook.com/100044138394046/posts/858911838923421"
"CNA","SG",2022-11-18,67,"Many Chinese investors were caught off-guard when China bond markets tumbled as the government eased some of its COVID-19 curbs and announced steps to support the property sector.","https://www.facebook.com/93889432933/posts/10159274680402934"
"CNA","SG",2022-01-26,67,"Xi Jinping's comments, made in a speech to senior party leaders, are in line with a more cautious approach to climate change as China's economy slows.","https://www.facebook.com/93889432933/posts/10158746166762934"
"Infobae","AR",2022-08-29,67,"Uno de cada cinco jóvenes estaba sin trabajo en julio","https://www.facebook.com/34839376970/posts/10160397822416971"
"Diario El Comercio (Perú)","PE",2022-03-16,67,"Aunque desde China se expandió el virus hacia el mundo, el gigante asiático se recuperó rápido de la pandemia mientras veía de lejos el padecimiento del resto del planeta. 🚨🇨🇳🌎","https://www.facebook.com/71263708835/posts/10160842468628836"
"NU.nl","NL",2023-04-18,66,"De Chinezen laten het geld weer rollen.","https://www.facebook.com/100064711354975/posts/631237309043309"
"Malaysiakini","MY",2020-01-16,66,"But Trump hails the agreement as a win for the US economy and his administration's trade policies.","https://www.facebook.com/47298465905/posts/10156827921165906"
"CNA","SG",2023-01-03,66,"Despite a slowdown in manufacturing, the Singapore economy could see some support from the services sector which is set to benefit from the reopening of China.","https://www.facebook.com/93889432933/posts/10159379005122934"
